Source     RACODE         MJDate    J2000RA    J2000Dec    ObsFreq  Pol      FLUX    FLUXERR
0814+425   RK18FE    58082.07763  124.56667    42.37928    1.66800  LCP      0.88       0.02
0814+425   RK18FE    58082.07763  124.56667    42.37928    1.66800  RCP      1.09       0.02
1015+359   RK23CP    58491.25483  154.54579    35.71096    1.66800  LCP      0.57       0.04
1015+359   RK23CP    58491.25483  154.54579    35.71096    1.66800  RCP      0.74       0.05
1442+101   RK12OU    57428.36913  221.31862     9.97669    1.66800  LCP      1.76       0.02
1442+101   RK12OU    57428.36913  221.31862     9.97669    1.66800  RCP      1.96       0.04
1842+681   RK08JS    57006.07403  280.64017    68.15701    1.66800  LCP      0.40       0.03
1842+681   RK08JS    57006.07403  280.64017    68.15701    1.66800  RCP      0.55       0.02
0953+254   RK08XF    57152.99182  149.20781    25.25446    1.66800  LCP      0.71       0.01
0953+254   RK08XF    57152.99182  149.20781    25.25446    1.66800  RCP      0.80       0.01
1044+719   RK16CW    57704.20825  162.11508    71.72665    1.66800  LCP      0.87       0.27
1044+719   RK16CW    57704.20825  162.11508    71.72665    1.66800  RCP      1.15       0.16
0814+425   RK18EU    58076.19821  124.56667    42.37928    1.66800  LCP      0.78       0.02
0814+425   RK18EU    58076.19821  124.56667    42.37928    1.66800  RCP      0.92       0.02
0048-097   RK01KT    56627.86090   12.67215    -9.48478    1.66800  LCP      0.56       0.02
0048-097   RK01KT    56627.86037   12.67215    -9.48478    1.66800  RCP      0.64       0.02
0823+033   RK08FL    56971.36648  126.45975     3.15681    1.66800  LCP      0.61       0.04
0823+033   RK08FL    56971.36648  126.45975     3.15681    1.66800  RCP      0.77       0.02
0529+483   RK18FP    58085.91060   83.31612    48.38134    1.66800  LCP      0.79       0.04
0529+483   RK18FP    58085.91060   83.31612    48.38134    1.66800  RCP      0.93       0.04
0529+483   RE03KK    56319.81973   83.31610    48.38134    1.66800  LCP      0.62       0.03
0529+483   RE03KK    56319.81973   83.31610    48.38134    1.66800  RCP      0.78       0.02
1222+216   RK16JW    57781.27692  186.22692    21.37955    1.66800  LCP      2.37       0.01
1222+216   RK16JW    57781.27692  186.22692    21.37955    1.66800  RCP      3.01       0.01
0340+362   RK12KK    57386.07832   55.87062    36.37012    1.66800  LCP      0.29       0.01
0340+362   RK12KK    57386.07832   55.87062    36.37012    1.66800  RCP      0.33       0.01
1803+784   RK18MB    58155.70175  270.19033    78.46778    1.66800  LCP      1.47       0.06
1803+784   RK18MB    58155.70175  270.19033    78.46778    1.66800  RCP      1.98       0.08
1015+057   RK01KR    56627.33094  154.61603     5.50832    1.66800  LCP      0.23       0.02
1015+057   RK01KR    56627.33094  154.61603     5.50832    1.66800  RCP      0.29       0.02
2145+067   RE03FO    56241.96237  327.02274     6.96072    1.66000  LCP      2.90       0.02
2145+067   RE03FO    56241.96237  327.02274     6.96072    1.66000  RCP      3.35       0.02
0954+658   RK16JR    57779.36860  149.69688    65.56523    1.66800  LCP      0.76       0.01
0954+658   RK16JR    57779.36860  149.69688    65.56523    1.66800  RCP      0.86       0.02
1617+229   RK08WN    57138.54307  244.81175    22.79662    1.66800  LCP      0.56       0.03
1617+229   RK08WN    57138.54307  244.81175    22.79662    1.66800  RCP      0.66       0.01
0716+714   RK16JD    57772.41109  110.47271    71.34343    1.66800  LCP      0.99       0.02
0716+714   RK16JD    57772.41109  110.47271    71.34343    1.66800  RCP      1.20       0.04
0917+624   RK01JZ    56621.95444  140.40096    62.26449    1.66800  LCP      1.22       0.06
0917+624   RK01JZ    56621.95444  140.40096    62.26449    1.66800  RCP      1.24       0.03
0657+172   RK01GX    56588.32262  105.00635    17.15603    1.66800  LCP      0.39       0.02
0657+172   RK01GX    56588.32262  105.00635    17.15603    1.66800  RCP      0.44       0.01
1726+455   RK12AG    57215.07691  261.86521    45.51104    1.66800  LCP      0.82       0.01
1726+455   RK12AG    57215.07691  261.86521    45.51104    1.66800  RCP      1.02       0.01
0528+134   RK02AC    56553.36173   82.73507    13.53199    1.66800  LCP      1.65       0.00
0528+134   RK02AC    56553.36173   82.73507    13.53199    1.66800  RCP      1.93       0.01
1324+574   RK08PN    57060.55282  201.71072    57.20187    1.66800  LCP      0.43       0.15
1324+574   RK08PN    57060.55282  201.71072    57.20187    1.66800  RCP      0.48       0.16
0754+100   RK01JE    56611.33177  119.27768     9.94301    1.66800  LCP      0.80       0.01
0754+100   RK01JE    56611.33177  119.27768     9.94301    1.66800  RCP      0.78       0.01
2209+236   RK18AR    57985.19990  333.02488    23.92793    1.66800  LCP      0.53       0.01
2209+236   RK18AR    57985.19990  333.02488    23.92793    1.66800  RCP      0.69       0.01
2251+158   RK16CN    57698.87045  343.49063    16.14821    1.66800  LCP     11.64       0.03
2251+158   RK16CN    57698.87045  343.49063    16.14821    1.66800  RCP     15.23       0.04
1803+784   RK16MM    57816.62067  270.19033    78.46778    1.66800  LCP      1.58       0.04
1803+784   RK16MM    57816.62067  270.19033    78.46778    1.66800  RCP      2.05       0.04
1954+513   RE03AT    56111.98868  298.92807    51.53015    1.66000  LCP      1.49       0.01
1954+513   RE03AT    56111.98868  298.92807    51.53015    1.66000  RCP      1.61       0.02
0430+052   RK12BV    57280.36915   68.29625     5.35434    1.66800  LCP      2.30       0.01
0430+052   RK12BV    57280.36915   68.29625     5.35434    1.66800  RCP      3.00       0.03
1357+769   RK16GM    57739.28616  209.48071    76.72251    1.66800  LCP      0.15       0.03
1357+769   RK16GM    57739.28616  209.48071    76.72251    1.66800  RCP      0.22       0.04
0529+483   RK18BG    58019.41047   83.31612    48.38134    1.66800  LCP      0.77       0.04
0529+483   RK18BG    58019.41047   83.31612    48.38134    1.66800  RCP      0.75       0.03
1928+738   RK12BY    57285.81961  291.95208    73.96710    1.66800  LCP      2.99       0.05
1928+738   RK12BY    57285.81961  291.95208    73.96710    1.66800  RCP      3.36       0.05
0953+254   RK01VP    56730.11449  149.20781    25.25446    1.66800  LCP      0.73       0.19
0953+254   RK01VP    56730.11449  149.20781    25.25446    1.66800  RCP      0.75       0.08
1324+224   RK08XO    57163.86464  201.75358    22.18060    1.66800  LCP      0.74       0.15
1324+224   RK08XO    57163.86464  201.75358    22.18060    1.66800  RCP      1.06       0.16
0657+172   RG28BA    58170.04846  105.00638    17.15603    1.66800  LCP      0.67       0.02
0657+172   RG28BA    58170.04846  105.00638    17.15603    1.66800  RCP      0.98       0.03
1219+285   RK12WC    57537.03219  185.38204    28.23292    1.66800  LCP      0.60       0.02
1219+285   RK12WC    57537.03219  185.38204    28.23292    1.66800  RCP      0.77       0.02
0738+313   RK01GU    56587.36553  115.29460    31.20006    1.66800  LCP      1.90       0.01
0738+313   RK01GU    56587.36553  115.29460    31.20006    1.66800  RCP      2.24       0.01
1023+131   RK01XR    56748.03371  156.48454    12.89695    1.66800  LCP      0.37       0.04
1023+131   RK01XR    56748.03371  156.48454    12.89695    1.66800  RCP      0.40       0.10
1732+389   RK12AD    57206.32034  263.58575    38.96429    1.66800  LCP      0.65       0.01
1732+389   RK12AD    57206.32034  263.58575    38.96429    1.66800  RCP      0.78       0.02
0657+172   RG28BL    58202.91734  105.00638    17.15603    1.66800  LCP      0.83       0.01
0657+172   RG28BL    58202.91734  105.00638    17.15603    1.66800  RCP      0.99       0.02
0212+735   RK01HN    56593.52996   34.37839    73.82573    1.66800  LCP      2.32       0.01
0212+735   RK01HN    56593.52996   34.37839    73.82573    1.66800  RCP      2.81       0.02
0607-157   RK23BJ    58441.17670   92.42063   -15.71130    1.66800  LCP      1.59       0.06
0607-157   RK23BJ    58441.17670   92.42063   -15.71130    1.66800  RCP      2.00       0.08
0014+813   RK12CT    57303.24132    4.28529    81.58559    1.66800  LCP      0.62       0.01
0014+813   RK12CT    57303.24132    4.28529    81.58559    1.66800  RCP      0.75       0.01
0454-234   RK18CL    58046.20196   74.26325   -23.41445    1.66800  LCP      2.10       0.02
0454-234   RK18CL    58046.20196   74.26325   -23.41445    1.66800  RCP      2.42       0.01
0529+075   RK12DC    57307.34113   83.16250     7.54537    1.66800  LCP      1.57       0.04
0529+075   RK12DC    57307.34113   83.16250     7.54537    1.66800  RCP      1.82       0.01
0836+710   RK01HA    56590.91469  130.35152    70.89505    1.66800  LCP      2.87       0.02
0836+710   RK01HA    56590.91469  130.35152    70.89505    1.66800  RCP      2.87       0.02
0814+425   RK01YM    56755.86981  124.56667    42.37928    1.66800  LCP      0.83       0.01
0814+425   RK01YM    56755.86981  124.56667    42.37928    1.66800  RCP      1.01       0.02
0736+017   RK23BA    58434.33197  114.82512     1.61795    1.66800  LCP      0.80       0.01
0736+017   RK23BA    58434.33197  114.82512     1.61795    1.66800  RCP      0.83       0.03
0642+449   RK08CH    56937.36527  101.63344    44.85461    1.66800  LCP      1.09       0.02
0642+449   RK08CH    56937.36527  101.63344    44.85461    1.66800  RCP      1.34       0.01
1005+066   RK16NT    57836.07750  152.00342     6.35589    1.66800  LCP      0.23       0.03
1005+066   RK16NT    57836.07750  152.00342     6.35589    1.66800  RCP      0.34       0.03
0212+735   RE03BZ    56171.90818   34.37839    73.82573    1.66000  LCP      2.50       0.01
0212+735   RE03BZ    56171.90818   34.37839    73.82573    1.66000  RCP      2.82       0.02
0754+100   RK01HX    56596.28790  119.27768     9.94301    1.66800  LCP      0.82       0.01
0754+100   RK01HX    56596.28790  119.27768     9.94301    1.66800  RCP      0.88       0.01
0454-234   RK18CI    58045.20340   74.26325   -23.41445    1.66800  LCP      2.17       0.02
0454-234   RK18CI    58045.20340   74.26325   -23.41445    1.66800  RCP      2.41       0.03
0106+013   RK16HV    57758.15691   17.16154     1.58342    1.66800  LCP      2.93       0.07
0106+013   RK16HV    57758.15691   17.16154     1.58342    1.66800  RCP      3.40       0.04
1253-055   RK16IE    57761.28582  194.04654    -5.78931    1.66800  LCP     16.71       4.51
1253-055   RK16IE    57761.28582  194.04654    -5.78931    1.66800  RCP     18.85       2.01
0748+126   RK01HQ    56594.28558  117.71685    12.51801    1.66800  LCP      1.79       0.01
0748+126   RK01HQ    56594.28558  117.71685    12.51801    1.66800  RCP      2.11       0.02
0906+430   RK01ZY    56768.11840  137.38958    42.89624    1.66800  LCP      2.90       0.02
0906+430   RK01ZY    56768.11840  137.38958    42.89624    1.66800  RCP      3.39       0.02
0736+017   RK01HY    56596.33661  114.82514     1.61795    1.66800  LCP      1.00       0.01
0736+017   RK01HY    56596.33661  114.82514     1.61795    1.66800  RCP      1.06       0.02
2251+158   RK18BI    58025.03771  343.49063    16.14821    1.66800  LCP     15.81       2.06
2251+158   RK18BI    58025.03771  343.49063    16.14821    1.66800  RCP     20.19       1.23
0333+321   RK08LI    57020.12260   54.12545    32.30815    1.66800  LCP      2.29       0.04
0333+321   RK08LI    57020.12260   54.12545    32.30815    1.66800  RCP      2.58       0.06
1101+384   RK16KG    57785.11654  166.11379    38.20883    1.66800  LCP      0.72       0.04
1101+384   RK16KG    57785.11654  166.11379    38.20883    1.66800  RCP      0.84       0.05
0954+658   RK18DC    58055.53936  149.69688    65.56523    1.66800  LCP      0.64       0.01
0954+658   RK18DC    58055.53936  149.69688    65.56523    1.66800  RCP      0.86       0.02
1144+402   RK01LK    56631.45688  176.74290    39.97620    1.66800  LCP      0.66       0.01
1144+402   RK01LK    56631.45688  176.74290    39.97620    1.66800  RCP      0.75       0.01
0528+134   RG10B     57050.90001   82.73507    13.53199    1.66800  LCP      1.40       0.35
0528+134   RG10B     57050.90001   82.73507    13.53199    1.66800  RCP      1.66       0.34
0814+425   RK18CQ    58048.28553  124.56667    42.37928    1.66800  LCP      0.81       0.01
0814+425   RK18CQ    58048.28553  124.56667    42.37928    1.66800  RCP      0.98       0.03
0906+430   RK08JZ    57007.46716  137.38958    42.89624    1.66800  LCP      2.93       0.01
0906+430   RK08JZ    57007.46716  137.38958    42.89624    1.66800  RCP      3.44       0.01
1253-055   RK16KY    57794.25071  194.04654    -5.78931    1.66800  LCP     10.48       0.71
1253-055   RK16KY    57794.25071  194.04654    -5.78931    1.66800  RCP     13.24       0.45
1642+690   RK16QB    57872.45233  250.53271    68.94438    1.66800  LCP      1.59       0.01
1642+690   RK16QB    57872.45233  250.53271    68.94438    1.66800  RCP      1.90       0.02
1226+023   RK12QH    57448.22914  187.27792     2.05239    1.66800  LCP     44.08       0.04
1226+023   RK12QH    57448.22914  187.27792     2.05239    1.66800  RCP     53.57       0.07
0925+504   RK18QH    58209.96721  142.31433    50.22666    1.66800  LCP      0.26       0.01
0925+504   RK18QH    58209.96721  142.31433    50.22666    1.66800  RCP      0.34       0.01
0851+202   RK18RQ    58228.95691  133.70362    20.10851    1.66800  LCP      2.52       0.02
0851+202   RK18RQ    58228.95691  133.70362    20.10851    1.66800  RCP      3.04       0.01
1642+690   RK18HT    58109.74586  250.53271    68.94438    1.66800  LCP      1.58       0.02
1642+690   RK18HT    58109.74586  250.53271    68.94438    1.66800  RCP      1.73       0.04
1239+376   RK08MF    57025.66137  190.54087    37.33491    1.66800  LCP      0.92       0.01
1239+376   RK08MF    57025.66137  190.54087    37.33491    1.66800  RCP      1.04       0.02
0536+145   RK01DR    56566.40730   84.92652    14.56266    1.66800  LCP      0.42       0.01
0536+145   RK01DR    56566.40730   84.92652    14.56266    1.66800  RCP      0.42       0.01
0529+483   RK16DT    57714.20330   83.31612    48.38134    1.66800  LCP      0.55       0.01
0529+483   RK16DT    57714.20330   83.31612    48.38134    1.66800  RCP      0.60       0.03
0804+499   RK01GT    56587.32348  122.16527    49.84348    1.66800  LCP      0.29       0.00
0804+499   RK01GT    56587.32348  122.16527    49.84348    1.66800  RCP      0.37       0.01
2005+403   RK12AE    57206.44447  301.93725    40.49683    1.66800  LCP      2.11       0.02
2005+403   RK12AE    57206.44447  301.93725    40.49683    1.66800  RCP      2.46       0.02
1751+441   RK12SR    57473.53075  268.34438    44.16269    1.66800  LCP      0.53       0.01
1751+441   RK12SR    57473.53075  268.34438    44.16269    1.66800  RCP      0.64       0.01
0106+013   RK12JR    57377.94983   17.16154     1.58342    1.66800  LCP      2.91       0.01
0106+013   RK12JR    57377.94983   17.16154     1.58342    1.66800  RCP      3.34       0.02
0212+735   RE03BY    56171.69315   34.37839    73.82573    1.66000  LCP      2.36       0.01
0212+735   RE03BY    56171.69315   34.37839    73.82573    1.66000  RCP      2.91       0.02
0827+243   RK16CM    57696.37289  127.71704    24.18328    1.66800  LCP      0.71       0.03
0827+243   RK16CM    57696.37289  127.71704    24.18328    1.66800  RCP      0.93       0.04
0607-157   RK18BH    58022.57414   92.42063   -15.71130    1.66800  LCP      2.10       0.02
0607-157   RK18BH    58022.57414   92.42063   -15.71130    1.66800  RCP      2.34       0.02
0459+135   RK12BW    57281.41294   75.63842    13.63638    1.66800  LCP      0.22       0.01
0459+135   RK12BW    57281.41294   75.63842    13.63638    1.66800  RCP      0.28       0.01
0657+172   RG28BC    58171.04594  105.00635    17.15603    1.66800  LCP      0.63       0.01
0657+172   RG28BC    58171.04594  105.00635    17.15603    1.66800  RCP      0.83       0.02
1055+018   RK08XL    57162.94835  164.62338     1.56634    1.66800  LCP      2.80       0.03
1055+018   RK08XL    57162.94835  164.62338     1.56634    1.66800  RCP      3.25       0.01
0851+202   RK12TF    57479.00854  133.70362    20.10851    1.66800  LCP      1.92       0.02
0851+202   RK12TF    57479.00854  133.70362    20.10851    1.66800  RCP      2.25       0.02
0748+126   RK01JB    56610.33167  117.71685    12.51801    1.66800  LCP      2.03       0.01
0748+126   RK01JB    56610.33167  117.71685    12.51801    1.66800  RCP      2.39       0.01
0529+483   RK18BE    58018.45951   83.31612    48.38134    1.66800  LCP      0.67       0.02
0529+483   RK18BE    58018.45951   83.31612    48.38134    1.66800  RCP      0.80       0.03
0202+149   RK01QZ    56676.82164   31.21005    15.23640    1.66800  LCP      2.52       0.15
0202+149   RK01QZ    56676.82164   31.21005    15.23640    1.66800  RCP      2.98       0.18
0356+322   RK12BU    57279.25236   59.93713    32.34643    1.66800  LCP      0.61       0.03
0356+322   RK12BU    57279.25236   59.93713    32.34643    1.66800  RCP      0.63       0.02
0507+179   RK08AZ    56917.40704   77.50987    18.01155    1.66800  LCP      0.39       0.02
0507+179   RK08AZ    56917.40704   77.50987    18.01155    1.66800  RCP      0.48       0.02
1123+264   RK01XU    56749.08094  171.47379    26.17222    1.66800  LCP      0.78       0.01
1123+264   RK01XU    56749.08094  171.47379    26.17222    1.66800  RCP      0.88       0.02
2021+614   RK12AI    57215.17812  305.52783    61.61633    1.66800  LCP      1.78       0.01
2021+614   RK12AI    57215.17812  305.52783    61.61633    1.66800  RCP      2.11       0.01
0657+172   RG28BO    58203.92405  105.00638    17.15603    1.66800  LCP      0.79       0.04
0657+172   RG28BO    58203.92405  105.00638    17.15603    1.66800  RCP      0.89       0.04
0954+658   RK16FL    57728.45432  149.69688    65.56523    1.66800  LCP      0.91       0.09
0954+658   RK16FL    57728.45432  149.69688    65.56523    1.66800  RCP      1.08       0.12
0953+254   RK08XF    57150.91199  149.20783    25.25446    1.66800  LCP      0.69       0.00
0953+254   RK08XF    57150.91199  149.20783    25.25446    1.66800  RCP      0.77       0.01
1055+018   RK16QY    57897.87770  164.62338     1.56634    1.66800  LCP      3.21       0.02
1055+018   RK16QY    57897.87770  164.62338     1.56634    1.66800  RCP      3.57       0.02
0149+218   RK01KA    56622.03522   28.07525    22.11881    1.66800  LCP      1.03       0.01
0149+218   RK01KA    56622.03522   28.07525    22.11881    1.66800  RCP      1.17       0.01
1005+066   RK01KQ    56627.20875  152.00340     6.35589    1.66800  LCP      0.34       0.06
1005+066   RK01KQ    56627.20875  152.00340     6.35589    1.66800  RCP      0.28       0.13
0529+483   RK01DQ    56566.19387   83.31610    48.38134    1.66800  LCP      0.68       0.01
0529+483   RK01DQ    56566.19387   83.31610    48.38134    1.66800  RCP      0.78       0.02
0235+164   RK16JQ    57778.90374   39.66221    16.61646    1.66800  LCP      1.51       0.04
0235+164   RK16JQ    57778.90374   39.66221    16.61646    1.66800  RCP      1.96       0.08
2135+508   RK08IE    56991.78955  324.25411    51.02670    1.66800  LCP      0.30       0.03
2135+508   RK08IE    56991.78955  324.25411    51.02670    1.66800  RCP      0.42       0.03
0106+013   RK18AJ    57955.62105   17.16154     1.58342    1.66800  LCP      2.97       0.01
0106+013   RK18AJ    57955.62105   17.16154     1.58342    1.66800  RCP      3.39       0.02
0604+728   RK08FO    56972.20403   92.70363    72.81477    1.66800  LCP      0.36       0.01
0604+728   RK08FO    56972.20403   92.70363    72.81477    1.66800  RCP      0.44       0.01
2021+614   RK01AA    56478.88403  305.52784    61.61633    1.66800  LCP      1.83       0.01
2021+614   RK01AA    56478.88403  305.52784    61.61633    1.66800  RCP      2.18       0.02
0048-097   RK18FN    58084.95189   12.67217    -9.48478    1.66800  LCP      0.61       0.01
0048-097   RK18FN    58084.95189   12.67217    -9.48478    1.66800  RCP      0.71       0.01
0607-157   RK23AH    58403.29585   92.42063   -15.71130    1.66800  LCP      1.69       0.03
0607-157   RK23AH    58403.29585   92.42063   -15.71130    1.66800  RCP      2.06       0.02
2251+158   RK18FG    58082.78874  343.49063    16.14821    1.66800  LCP     12.98       0.03
2251+158   RK18FG    58082.78874  343.49063    16.14821    1.66800  RCP     16.41       0.04
1641+399   RK18PP    58197.57705  250.74504    39.81027    1.66800  LCP      5.42       0.02
1641+399   RK18PP    58197.57705  250.74504    39.81027    1.66800  RCP      7.03       0.02
1101+384   RE03JB    56300.20077  166.11380    38.20883    1.66800  LCP      0.81       0.02
1101+384   RE03JB    56300.20077  166.11380    38.20883    1.66800  RCP      0.95       0.02
1219+044   RK08XI    57155.90419  185.59396     4.22105    1.66800  LCP      0.68       0.04
1219+044   RK08XI    57155.90419  185.59396     4.22105    1.66800  RCP      0.60       0.05
1357+769   RK16CT    57703.20491  209.48071    76.72251    1.66800  LCP      0.19       0.01
1357+769   RK16CT    57703.20491  209.48071    76.72251    1.66800  RCP      0.25       0.02
0925+504   RK08FX    56974.24575  142.31433    50.22666    1.66800  LCP      0.27       0.01
0925+504   RK08FX    56974.24575  142.31433    50.22666    1.66800  RCP      0.31       0.04
1547+507   RK08VF    57120.45590  237.32279    50.63494    1.66800  LCP      0.58       0.01
1547+507   RK08VF    57120.45590  237.32279    50.63494    1.66800  RCP      0.70       0.01
1222+216   RK18HL    58106.24460  186.22692    21.37955    1.66800  LCP      1.99       0.23
1222+216   RK18HL    58106.24460  186.22692    21.37955    1.66800  RCP      2.70       0.29
2007+777   RK08CV    56944.99057  301.37917    77.87868    1.66800  LCP      0.57       0.01
2007+777   RK08CV    56944.99057  301.37917    77.87868    1.66800  RCP      0.64       0.03
2351+456   RK01PG    56660.02674  358.59033    45.88451    1.66800  LCP      1.61       0.01
2351+456   RK01PG    56660.02674  358.59033    45.88451    1.66800  RCP      1.85       0.01
1642+690   RK16QF    57875.86512  250.53271    68.94438    1.66800  LCP      1.51       0.08
1642+690   RK16QF    57875.86512  250.53271    68.94438    1.66800  RCP      1.82       0.16
1313-333   RK12PN    57438.24396  199.03329   -33.64977    1.66800  LCP      0.74       0.02
1313-333   RK12PN    57438.24396  199.03329   -33.64977    1.66800  RCP      0.79       0.02
0529+483   RK16LN    57802.85913   83.31612    48.38134    1.66800  LCP      0.63       0.01
0529+483   RK16LN    57802.85913   83.31612    48.38134    1.66800  RCP      0.72       0.03
0607-157   RK18QJ    58210.78538   92.42063   -15.71130    1.66800  LCP      1.97       0.02
0607-157   RK18QJ    58210.78538   92.42063   -15.71130    1.66800  RCP      2.49       0.04
1642+690   RK18IH    58116.86892  250.53271    68.94438    1.66800  LCP      1.50       0.04
1642+690   RK18IH    58116.86892  250.53271    68.94438    1.66800  RCP      2.07       0.10
0235+164   RK16FD    57725.32973   39.66221    16.61646    1.66800  LCP      1.54       0.01
0235+164   RK16FD    57725.32973   39.66221    16.61646    1.66800  RCP      1.84       0.01
0954+658   RK08TP    57108.07597  149.69688    65.56523    1.66800  LCP      1.03       0.01
0954+658   RK08TP    57108.07597  149.69688    65.56523    1.66800  RCP      1.27       0.02
0821+394   RK08JX    57007.06509  126.23117    39.27831    1.66800  LCP      1.25       0.06
0821+394   RK08JX    57007.06509  126.23117    39.27831    1.66800  RCP      1.66       0.05
0454-234   RK16LE    57797.91088   74.26325   -23.41445    1.66800  LCP      1.73       0.02
0454-234   RK16LE    57797.91088   74.26325   -23.41445    1.66800  RCP      2.06       0.02
0322+222   RK08LS    57023.98982   51.40337    22.40010    1.66800  LCP      0.57       0.07
0322+222   RK08LS    57023.98982   51.40337    22.40010    1.66800  RCP      0.69       0.01
1502+106   RK18RZ    58240.07993  226.10408    10.49422    1.66800  LCP      1.38       0.07
1502+106   RK18RZ    58240.07993  226.10408    10.49422    1.66800  RCP      1.34       0.11
0814+425   RK16KD    57784.03583  124.56667    42.37928    1.66800  LCP      0.84       0.06
0814+425   RK16KD    57784.03583  124.56667    42.37928    1.66800  RCP      0.98       0.05
0106+013   RK16EO    57721.03591   17.16154     1.58342    1.66800  LCP      2.74       0.02
0106+013   RK16EO    57721.03591   17.16154     1.58342    1.66800  RCP      3.03       0.01
0727-115   RK18DB    58055.24410  112.57962   -11.68683    1.66800  LCP      3.22       0.04
0727-115   RK18DB    58055.24410  112.57962   -11.68683    1.66800  RCP      3.60       0.03
0215+015   RK01LC    56629.91366   34.45397     1.74714    1.66800  LCP      0.61       0.03
0215+015   RK01LC    56629.91366   34.45397     1.74714    1.66800  RCP      0.71       0.02
1508+572   RK08NK    57034.83454  227.51217    57.04538    1.66800  LCP      0.15       0.02
1508+572   RK08NK    57034.83454  227.51217    57.04538    1.66800  RCP      0.18       0.01
0605-085   RK16IB    57759.99586   91.99875    -8.58055    1.66800  LCP      2.03       0.03
0605-085   RK16IB    57759.99586   91.99875    -8.58055    1.66800  RCP      2.44       0.04
0657+172   RK01HR    56594.36542  105.00635    17.15603    1.66800  LCP      0.90       0.02
0657+172   RK01HR    56594.36542  105.00635    17.15603    1.66800  RCP      1.08       0.02
0716+714   RK16NX    57837.90552  110.47271    71.34343    1.66800  LCP      0.66       0.03
0716+714   RK16NX    57837.90552  110.47271    71.34343    1.66800  RCP      0.83       0.03
0604+728   RK01UY    56717.99610   92.70364    72.81477    1.66800  LCP      0.72       0.01
0604+728   RK01UY    56717.99610   92.70364    72.81477    1.66800  RCP      0.82       0.01
0736+017   RK01HZ    56597.37279  114.82514     1.61795    1.66800  LCP      0.89       0.06
0736+017   RK01HZ    56597.37279  114.82514     1.61795    1.66800  RCP      0.96       0.04
0716+714   RK16NS    57834.90986  110.47271    71.34343    1.66800  LCP      0.77       0.01
0716+714   RK16NS    57834.90986  110.47271    71.34343    1.66800  RCP      0.88       0.03
0212+735   RK01HW    56596.11940   34.37839    73.82573    1.66800  LCP      2.31       0.01
0212+735   RK01HW    56596.11940   34.37839    73.82573    1.66800  RCP      2.85       0.01
0716+714   RK18CD    58038.36566  110.47271    71.34343    1.66800  LCP      0.89       0.01
0716+714   RK18CD    58038.36566  110.47271    71.34343    1.66800  RCP      1.08       0.02
1642+690   RK08OA    57041.99061  250.53271    68.94438    1.66800  LCP      1.79       0.06
1642+690   RK08OA    57041.99061  250.53271    68.94438    1.66800  RCP      1.98       0.09
1357+769   RK16HW    57758.32875  209.48071    76.72251    1.66800  LCP      0.16       0.02
1357+769   RK16HW    57758.32875  209.48071    76.72251    1.66800  RCP      0.17       0.02
0458-020   RK08CG    56936.16451   75.30337    -1.98729    1.66800  LCP      0.85       0.01
0458-020   RK08CG    56936.16451   75.30337    -1.98729    1.66800  RCP      0.96       0.01
0333+321   RK12CW    57304.49325   54.12546    32.30815    1.66800  LCP      2.19       0.02
0333+321   RK12CW    57304.49325   54.12546    32.30815    1.66800  RCP      2.49       0.01
1655+077   RK12VF    57503.12556  254.53754     7.69098    1.66800  LCP      1.01       0.01
1655+077   RK12VF    57503.12556  254.53754     7.69098    1.66800  RCP      1.13       0.01
0748+126   RE03GO    56259.33065  117.71688    12.51801    1.66000  LCP      1.97       0.01
0748+126   RE03GO    56259.33065  117.71688    12.51801    1.66000  RCP      2.42       0.03
0607-157   RK23BE    58439.19362   92.42063   -15.71130    1.66800  LCP      1.68       0.02
0607-157   RK23BE    58439.19362   92.42063   -15.71130    1.66800  RCP      2.09       0.02
0814+425   RK01YH    56754.05022  124.56667    42.37928    1.66800  LCP      0.88       0.01
0814+425   RK01YH    56754.05022  124.56667    42.37928    1.66800  RCP      1.06       0.01
0529+075   RK12CZ    57306.32179   83.16250     7.54537    1.66800  LCP      1.72       0.41
0529+075   RK12CZ    57306.32179   83.16250     7.54537    1.66800  RCP      1.95       0.18
1124-186   RK18LP    58149.16282  171.76829   -18.95484    1.66800  LCP      0.90       0.01
1124-186   RK18LP    58149.16282  171.76829   -18.95484    1.66800  RCP      1.03       0.08
0106+013   RK01HP    56594.12267   17.16155     1.58342    1.66800  LCP      2.90       0.00
0106+013   RK01HP    56594.12267   17.16155     1.58342    1.66800  RCP      3.42       0.01
0607-157   RK23BF    58439.43015   92.42063   -15.71130    1.66800  LCP      1.81       0.04
0607-157   RK23BF    58439.43015   92.42063   -15.71130    1.66800  RCP      1.97       0.05
