Source     RACODE         MJDate    J2000RA    J2000Dec    ObsFreq  Pol      FLUX    FLUXERR
0716+714   RK12CR    57301.40934  110.47271    71.34343   22.23600  RCP      2.35       0.01
0925+504   RG11AD    56975.28403  142.31433    50.22666   22.17200  LCP      0.50       0.01
0925+504   RG11AD    56975.28403  142.31433    50.22666   22.17200  RCP      0.45       0.01
0202+319   RK08NZ    57041.83142   31.27054    32.20836   22.23600  LCP      1.76       0.01
0202+319   RK08NZ    57041.83142   31.27054    32.20836   22.23600  RCP      1.84       0.01
1226+023   RE03LQ    56334.31017  187.27791     2.05239   22.23600  LCP      8.70       0.03
1226+023   RE03LQ    56334.31017  187.27791     2.05239   22.23600  RCP      9.31       0.04
0235+164   RK08NM    57037.95229   39.66221    16.61646   22.23600  LCP      1.42       0.01
0235+164   RK08NM    57037.95229   39.66221    16.61646   22.23600  RCP      1.39       0.01
0529+075   RK12CE    57288.36684   83.16250     7.54537   22.23600  LCP      2.10       0.02
0529+075   RK12CE    57288.36684   83.16250     7.54537   22.23600  RCP      1.82       0.06
2200+420   RE03CN    56188.88950  330.68038    42.27777   22.22800  LCP      1.88       0.08
2200+420   RE03CN    56188.88950  330.68038    42.27777   22.22800  RCP      1.88       0.09
0716+714   RK16NU    57836.24343  110.47271    71.34343   22.23600  LCP      1.04       0.02
0716+714   RK16NU    57836.24343  110.47271    71.34343   22.23600  RCP      0.93       0.06
2251+158   RK16AX    57672.03285  343.49063    16.14821   22.23600  LCP     18.93       0.10
2251+158   RK16AX    57672.03285  343.49063    16.14821   22.23600  RCP     19.29       0.11
1253-055   RK01UZ    56718.11124  194.04653    -5.78931   22.23600  LCP     23.14       0.11
1253-055   RK01UZ    56718.11124  194.04653    -5.78931   22.23600  RCP     24.72       0.13
1150+497   RG18H     57464.09847  178.35196    49.51912   22.20400  LCP      1.50       0.01
1150+497   RG18H     57464.09847  178.35196    49.51912   22.20400  RCP      1.47       0.02
0529+483   RK16EK    57720.24517   83.31612    48.38134   22.23600  LCP      1.59       0.02
0529+483   RK16EK    57720.24517   83.31612    48.38134   22.23600  RCP      1.65       0.01
1044+719   RK16OV    57852.96186  162.11508    71.72665   22.23600  LCP      2.64       0.02
1044+719   RK16OV    57852.96186  162.11508    71.72665   22.23600  RCP      2.66       0.01
0851+202   RK16PQ    57867.74662  133.70362    20.10851   22.23600  LCP      2.18       0.12
0851+202   RK16PQ    57867.74662  133.70362    20.10851   22.23600  RCP      2.13       0.14
1800+7828  RE03DA    56197.28148  270.19035    78.46778   22.22800  LCP      1.82       0.03
1800+7828  RE03DA    56197.28148  270.19035    78.46778   22.22800  RCP      1.87       0.02
0716+714   RK08TD    57101.95711  110.47270    71.34343   22.23600  LCP      2.48       0.01
0716+714   RK08TD    57101.95711  110.47270    71.34343   22.23600  RCP      2.55       0.01
1040+244   RK16FA    57724.22185  160.78767    24.14317   22.23600  LCP      0.71       0.02
1040+244   RK16FA    57724.22185  160.78767    24.14317   22.23600  RCP      0.78       0.02
0529+483   RK08DC    56947.19899   83.31612    48.38134   22.23600  LCP      0.52       0.02
0529+483   RK08DC    56947.19899   83.31612    48.38134   22.23600  RCP      0.59       0.02
1226+023   RK01OV    56655.33058  187.27791     2.05239   22.23600  LCP     11.14       0.06
1226+023   RK01OV    56655.33058  187.27791     2.05239   22.23600  RCP     11.67       0.06
2251+158   RK16FG    57726.87530  343.49063    16.14821   22.23600  LCP     15.24       0.05
2251+158   RK16FG    57726.87530  343.49063    16.14821   22.23600  RCP     15.57       0.05
2253+1608  RE03GH    56257.80109  343.49062    16.14821   22.22800  LCP      4.01       0.02
2253+1608  RE03GH    56257.80109  343.49062    16.14821   22.22800  RCP      4.07       0.01
1547+507   RK08VY    57130.57898  237.32279    50.63494   22.23600  LCP      0.55       0.02
1547+507   RK08VY    57130.57898  237.32279    50.63494   22.23600  RCP      0.64       0.02
0237+2848  RE03IC    56278.00925   39.46836    28.80250   22.23600  LCP      3.05       0.01
0237+2848  RE03IC    56278.00925   39.46836    28.80250   22.23600  RCP      3.12       0.01
2202+4216  RE03FQ    56243.94579  330.68038    42.27777   22.22800  LCP     10.33       0.03
2202+4216  RE03FQ    56243.94579  330.68038    42.27777   22.22800  RCP     10.76       0.03
0736+017   RK01XQ    56747.95282  114.82512     1.61795   22.23600  LCP      1.47       0.01
0736+017   RK01XQ    56747.95282  114.82512     1.61795   22.23600  RCP      1.52       0.01
0238+1636  RE03HU    56276.06149   39.66221    16.61647   22.23600  LCP      1.47       0.01
0238+1636  RE03HU    56276.06149   39.66221    16.61647   22.23600  RCP      1.54       0.02
0836+710   RE03PO    56377.85716  130.35152    70.89505   22.23600  LCP      1.45       0.02
0836+710   RE03PO    56377.85716  130.35152    70.89505   22.23600  RCP      1.52       0.02
1758+388   RK08AM    56906.07410  270.10321    38.80853   22.23600  LCP      0.54       0.01
1758+388   RK08AM    56906.07410  270.10321    38.80853   22.23600  RCP      0.54       0.02
0851+202   RK01VT    56732.07021  133.70362    20.10851   22.23600  LCP      3.34       0.01
0851+202   RK01VT    56732.07021  133.70362    20.10851   22.23600  RCP      3.49       0.01
0533+4822  RE03HK    56270.02832   83.31611    48.38134   22.23600  LCP      1.48       0.02
0533+4822  RE03HK    56270.02832   83.31611    48.38134   22.23600  RCP      1.48       0.02
1150+497   RG26E     57783.32313  178.35196    49.51912   22.13200  LCP      1.02       0.01
1150+497   RG26E     57783.32313  178.35196    49.51912   22.13200  RCP      1.00       0.02
0430+052   RK16GL    57739.14711   68.29623     5.35434   22.23600  LCP      3.09       0.02
0430+052   RK16GL    57739.14711   68.29623     5.35434   22.23600  RCP      3.18       0.02
1150+497   RG26F     57797.49120  178.35196    49.51912   22.20400  LCP      1.21       0.02
1150+497   RG26F     57797.49120  178.35196    49.51912   22.20400  RCP      1.27       0.01
2200+420   RK16CO    57699.07564  330.68038    42.27777   22.23600  LCP      2.92       0.13
2200+420   RK16CO    57699.07564  330.68038    42.27777   22.23600  RCP      2.95       0.15
1226+023   RK01SB    56684.32590  187.27791     2.05239   22.23600  LCP      8.50       0.04
1226+023   RK01SB    56684.32590  187.27791     2.05239   22.23600  RCP      8.66       0.04
2107+353   RG11BD    57181.40568  317.38283    35.54933   22.22800  LCP      0.63       0.02
2107+353   RG11BD    57181.40568  317.38283    35.54933   22.22800  RCP      0.58       0.02
1226+023   RK16JJ    57775.28546  187.27792     2.05239   22.23600  LCP      9.80       0.13
1226+023   RK16JJ    57775.28546  187.27792     2.05239   22.23600  RCP     10.74       0.18
0359+5057  RE03DI    56198.44837   59.87395    50.96393   22.22800  LCP      7.82       0.02
0359+5057  RE03DI    56198.44837   59.87395    50.96393   22.22800  RCP      8.23       0.03
2230+114   RK18AH    57955.24319  338.15170    11.73081   22.23600  LCP      1.97       0.02
2230+114   RK18AH    57955.24319  338.15170    11.73081   22.23600  RCP      2.07       0.09
0646+4451  RE03DU    56206.45168  101.63344    44.85461   22.22800  LCP      2.15       0.02
0646+4451  RE03DU    56206.45168  101.63344    44.85461   22.22800  RCP      2.15       0.03
1749+096   RG11AQ    57138.25125  267.88674     9.65020   22.22800  LCP      4.19       0.03
1749+096   RG11AQ    57138.25125  267.88674     9.65020   22.22800  RCP      4.28       0.03
0607-157   RK16GC    57734.07839   92.42063   -15.71130   22.23600  LCP      1.21       0.17
0607-157   RK16GC    57734.07839   92.42063   -15.71130   22.23600  RCP      1.19       0.22
2200+420   RE03FP    56242.03321  330.68038    42.27777   22.22800  LCP     11.13       0.03
2200+420   RE03FP    56242.03321  330.68038    42.27777   22.22800  RCP     11.49       0.03
1226+023   RE11A     56325.34274  187.27791     2.05239   22.23600  LCP     13.09       0.03
1226+023   RE11A     56325.34274  187.27791     2.05239   22.23600  RCP     13.70       0.03
0827+243   RK08WC    57133.94269  127.71704    24.18328   22.23600  LCP      0.67       0.01
0827+243   RK08WC    57133.94269  127.71704    24.18328   22.23600  RCP      0.67       0.01
1044+719   RK16CZ    57707.45767  162.11508    71.72665   22.23600  LCP      3.32       0.01
1044+719   RK16CZ    57707.45767  162.11508    71.72665   22.23600  RCP      3.43       0.03
2200+420   RK16GG    57736.99605  330.68038    42.27777   22.23600  LCP      2.34       0.01
2200+420   RK16GG    57736.99605  330.68038    42.27777   22.23600  RCP      2.38       0.01
0750+1231  RE03EX    56226.25881  117.71686    12.51801   22.22800  LCP      2.63       0.05
0750+1231  RE03EX    56226.25881  117.71686    12.51801   22.22800  RCP      2.65       0.02
0716+714   RK18NR    58175.70272  110.47271    71.34343   22.23600  LCP      1.45       0.03
0716+714   RK18NR    58175.70272  110.47271    71.34343   22.23600  RCP      1.52       0.02
0235+164   RK16JS    57779.91450   39.66221    16.61646   22.23600  LCP      1.32       0.03
0235+164   RK16JS    57779.91450   39.66221    16.61646   22.23600  RCP      1.35       0.04
0836+710   RE03KD    56317.39977  130.35152    70.89505   22.23600  LCP      1.86       0.01
0836+710   RE03KD    56317.39977  130.35152    70.89505   22.23600  RCP      1.89       0.01
0528+134   RE03EB    56208.31872   82.73507    13.53199   22.22800  LCP      2.59       0.01
0528+134   RE03EB    56208.31872   82.73507    13.53199   22.22800  RCP      2.68       0.01
0215+015   RK08MO    57029.94491   34.45396     1.74714   22.23600  LCP      0.73       0.01
0215+015   RK08MO    57029.94491   34.45396     1.74714   22.23600  RCP      0.76       0.01
0316+413   RE03IB    56277.92655   49.95067    41.51170   22.23600  LCP     22.52       0.06
0316+413   RE03IB    56277.92655   49.95067    41.51170   22.23600  RCP     23.33       0.07
1749+096   RG31B     58226.19638  267.88675     9.65020   22.22800  LCP      2.37       0.01
1749+096   RG31B     58226.19638  267.88675     9.65020   22.22800  RCP      2.34       0.03
1040+244   RK01B9    56777.05324  160.78765    24.14317   22.23600  LCP      1.05       0.02
1040+244   RK01B9    56777.05324  160.78765    24.14317   22.23600  RCP      0.96       0.06
0814+425   RK18QX    58218.07948  124.56667    42.37928   22.23600  LCP      0.46       0.02
0814+425   RK18QX    58218.07948  124.56667    42.37928   22.23600  RCP      0.53       0.01
2232+1143  RE03FT    56249.90355  338.15170    11.73081   22.22800  LCP      3.76       0.01
2232+1143  RE03FT    56249.90355  338.15170    11.73081   22.22800  RCP      3.85       0.01
0827+243   RK16DU    57714.36865  127.71704    24.18328   22.23600  LCP      0.67       0.01
0827+243   RK16DU    57714.36865  127.71704    24.18328   22.23600  RCP      0.66       0.01
0727-115   RK16DV    57715.16469  112.57962   -11.68683   22.23600  LCP      2.45       0.04
0727-115   RK16DV    57715.16469  112.57962   -11.68683   22.23600  RCP      2.71       0.05
0851+202   RK18RO    58227.95417  133.70362    20.10851   22.23600  LCP      7.27       0.02
0851+202   RK18RO    58227.95417  133.70362    20.10851   22.23600  RCP      7.43       0.02
0851+202   RE03IQ    56292.27879  133.70364    20.10851   22.23600  LCP      1.61       0.01
0851+202   RE03IQ    56292.27879  133.70364    20.10851   22.23600  RCP      1.67       0.01
2200+420   RK18CV    58053.78650  330.68038    42.27777   22.23600  LCP      1.61       0.02
2200+420   RK18CV    58053.78650  330.68038    42.27777   22.23600  RCP      1.58       0.03
1055+018   RK16PZ    57871.87066  164.62338     1.56634   22.23600  LCP      2.84       0.05
1055+018   RK16PZ    57871.87066  164.62338     1.56634   22.23600  RCP      3.07       0.11
0136+4751  RE03CZ    56197.19951   24.24414    47.85808   22.22800  LCP      1.98       0.01
0136+4751  RE03CZ    56197.19951   24.24414    47.85808   22.22800  RCP      2.06       0.02
0133+476   RE03IS    56292.88722   24.24414    47.85808   22.23600  LCP      1.33       0.05
0133+476   RE03IS    56292.88722   24.24414    47.85808   22.23600  RCP      1.34       0.05
2253+1608  RE03GI    56257.92557  343.49062    16.14821   22.22800  LCP      4.42       0.02
2253+1608  RE03GI    56257.92557  343.49062    16.14821   22.22800  RCP      4.57       0.02
1504-166   RK12RT    57465.19856  226.76996   -16.87507   22.23600  LCP      0.62       0.02
1504-166   RK12RT    57465.19856  226.76996   -16.87507   22.23600  RCP      0.63       0.02
2148+0657  RE03CX    56196.99147  327.02274     6.96072   22.22800  LCP      2.60       0.11
2148+0657  RE03CX    56196.99147  327.02274     6.96072   22.22800  RCP      2.63       0.11
0355+508   RE03LN    56333.79689   59.87395    50.96393   22.23600  LCP      7.70       0.02
0355+508   RE03LN    56333.79689   59.87395    50.96393   22.23600  RCP      7.98       0.02
0805-077   RK01A2    56770.87262  122.06475    -7.85275   22.23600  LCP      0.92       0.01
0805-077   RK01A2    56770.87262  122.06475    -7.85275   22.23600  RCP      0.91       0.01
2200+420   RK18BJ    58025.20220  330.68038    42.27777   22.23600  LCP      2.27       0.02
2200+420   RK18BJ    58025.20220  330.68038    42.27777   22.23600  RCP      2.34       0.02
0552+398   RK08CK    56939.12005   88.87838    39.81366   22.23600  LCP      1.84       0.02
0552+398   RK08CK    56939.12005   88.87838    39.81366   22.23600  RCP      1.91       0.03
1253-055   RK01UQ    56715.21060  194.04654    -5.78931   22.23600  LCP     43.48       0.07
1253-055   RK01UQ    56715.21060  194.04654    -5.78931   22.23600  RCP     44.33       0.06
0716+714   RK18CJ    58045.36816  110.47271    71.34343   22.23600  LCP      1.54       0.01
0716+714   RK18CJ    58045.36816  110.47271    71.34343   22.23600  RCP      1.58       0.01
1150+497   RG34I     58124.23992  178.35196    49.51912   22.19600  LCP      1.86       0.02
1150+497   RG34I     58124.23992  178.35196    49.51912   22.19600  RCP      1.79       0.13
2251+158   RE03GQ    56259.96877  343.49061    16.14821   22.22800  LCP      4.26       0.02
2251+158   RE03GQ    56259.96877  343.49061    16.14821   22.22800  RCP      4.38       0.05
1226+023   RE03MP    56343.40642  187.27791     2.05239   22.23600  LCP     13.96       0.03
1226+023   RE03MP    56343.40642  187.27791     2.05239   22.23600  RCP     14.38       0.03
0851+202   RK01ZM    56764.99410  133.70362    20.10851   22.23600  LCP      3.96       0.01
0851+202   RK01ZM    56764.99410  133.70362    20.10851   22.23600  RCP      4.07       0.01
0359+5057  RE03CP    56189.07704   59.87395    50.96393   22.22800  LCP      5.20       0.04
0359+5057  RE03CP    56189.07704   59.87395    50.96393   22.22800  RCP      5.32       0.04
